Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,05-02-2016,8,Other,8400,8600,8500
,06-02-2016,9,Other,8200,8600,8570
Lohara,05-02-2016,1,Other,8000,8700,8450
,06-02-2016,1,Other,8100,8500,8400
Lonar,01-02-2016,50,Other,7190,8480,7825
,02-02-2016,30,Other,7250,8340,7795
,03-02-2016,35,Other,8000,8650,8325
,04-02-2016,10,Other,7800,8550,8175
,05-02-2016,30,Other,8100,8500,8450
,06-02-2016,25,Other,8200,8600,8400
,09-02-2016,30,Other,8150,8740,8445
,10-02-2016,31,Other,8200,8600,8450
,11-02-2016,36,Other,8100,8600,8350
,12-02-2016,30,Other,7800,8576,8188
,13-02-2016,45,Other,8200,8411,8305
,15-02-2016,25,Other,8100,8450,8275
,16-02-2016,20,Other,7600,8350,7975
,17-02-2016,22,Other,7475,8190,7833
,18-02-2016,23,Other,7200,8190,7695
,20-02-2016,20,Other,6800,7950,7375
,22-02-2016,30,Other,6800,7900,7450
,23-02-2016,17,Other,7150,8040,7595
,24-02-2016,20,Other,7250,8250,7750
,25-02-2016,20,Other,7500,8480,7990
,27-02-2016,35,Other,7900,8171,8086
Mahur,01-02-2016,12,Other,7000,7500,7200
,02-02-2016,13,Other,7000,7500,7200
,03-02-2016,12,Other,7000,7500,7200
,04-02-2016,11,Other,7000,7500,7200
,05-02-2016,10,Other,7000,7500,7200
,06-02-2016,10,Other,7000,7500,7200
,08-02-2016,11,Other,7000,7500,7200
,09-02-2016,8,Other,7000,7500,7200
,10-02-2016,6,Other,7000,7500,7200
,11-02-2016,7,Other,7000,7400,7200
,12-02-2016,6,Other,7000,7400,7200
,13-02-2016,5,Other,7000,7400,7200
,15-02-2016,4,Other,7000,7300,7150
,16-02-2016,5,Other,7000,7500,7300
,17-02-2016,5,Other,7500,8000,7800
,18-02-2016,6,Other,7500,8000,7800
,22-02-2016,5,Other,7500,8000,7800
,23-02-2016,4,Other,7500,8000,7800
,24-02-2016,6,Other,7500,8000,7800
,25-02-2016,5,Other,7000,7200,7100
,26-02-2016,6,Other,7000,7200,7100
,27-02-2016,5,Other,7000,7200,7100
,29-02-2016,5,Other,7000,7200,7100
Majalgaon,01-02-2016,44,Other,7100,8425,8200
,02-02-2016,31,Other,5901,8337,8150
,04-02-2016,40,Other,6000,8256,8000
,05-02-2016,18,Other,6800,8375,8100
,06-02-2016,21,Other,6000,8300,8050
,09-02-2016,34,Other,6500,8300,7500
,10-02-2016,14,Other,6851,8400,8200
,11-02-2016,9,Other,7100,8303,8100
,12-02-2016,18,Other,6000,8351,8200
,13-02-2016,13,Other,6100,8276,8100
,15-02-2016,27,Other,6000,8325,8100
,16-02-2016,24,Other,6000,8251,8000
,18-02-2016,20,Other,6100,8070,7750
,20-02-2016,15,Other,5000,7671,7450
,22-02-2016,11,Other,5100,7425,7000
,23-02-2016,11,Other,6000,7696,7300
,26-02-2016,30,Other,6000,8096,7800
Malegaon,01-02-2016,2,Other,7226,7700,7501
,02-02-2016,5,Other,7370,7600,7411
,03-02-2016,3,Other,4625,7611,7320
,06-02-2016,5,Other,6360,7600,7171
,09-02-2016,6,Other,6560,7251,7061
,10-02-2016,4,Other,6311,7512,7180
,11-02-2016,4,Other,6875,7700,7100
,23-02-2016,5,Other,6000,7151,6651
,24-02-2016,5,Other,5925,7026,6640
,25-02-2016,3,Other,5900,7002,6821
,27-02-2016,3,Other,5760,7400,6986
,29-02-2016,3,Other,6525,7251,6900
Malegaon(Vashim),03-02-2016,30,Other,7800,8300,8000
Malkapur,01-02-2016,153,Other,7300,8400,8150
,02-02-2016,137,Other,7300,8230,8045
,03-02-2016,102,Other,7740,8600,8155
,04-02-2016,332,Other,8200,9630,9225
,05-02-2016,125,Other,7525,8690,8300
,06-02-2016,93,Other,7800,8550,8250
,08-02-2016,102,Other,8050,8670,8450
,09-02-2016,112,Other,7600,8730,8380
,10-02-2016,102,Other,7625,8750,8380
,11-02-2016,103,Other,7725,8610,8300
,12-02-2016,83,Other,7400,8625,8375
,13-02-2016,85,Other,7875,8525,8300
,15-02-2016,91,Other,7725,8470,8265
,16-02-2016,95,Other,7530,8395,8200
,17-02-2016,82,Other,7825,8340,8155
,18-02-2016,82,Other,7700,8200,8050
,20-02-2016,74,Other,7850,8495,8015
,22-02-2016,94,Other,6300,7955,7525
,23-02-2016,82,Other,7650,8100,7875
,24-02-2016,85,Other,7350,8460,8350
,25-02-2016,61,Other,7600,8600,8425
,26-02-2016,92,Other,7700,8375,8150
,27-02-2016,23,Other,6725,8270,8150
Mandhal,04-02-2016,4,Other,7136,7300,7190
,11-02-2016,11,Other,7045,7100,7063
,14-02-2016,5,Other,7332,7400,7364
,18-02-2016,5,Other,7190,7400,7269
,21-02-2016,5,Other,6694,6780,6734
,25-02-2016,11,Other,6605,6700,6624
,28-02-2016,11,Other,6299,6600,6428
Mangal Wedha,11-02-2016,1,Other,6500,7601,6600
Mangrulpeer,02-02-2016,68,Other,7500,8600,8500
,03-02-2016,51,Other,7000,8800,8500
,04-02-2016,45,Other,7500,8500,8200
,05-02-2016,66,Other,7900,8845,8500
,08-02-2016,45,Other,7500,8601,8500
,09-02-2016,49,Other,7800,8701,8500
,10-02-2016,41,Other,7600,8600,8300
,11-02-2016,38,Other,7800,8561,8200
,12-02-2016,46,Other,7000,8500,8200
,16-02-2016,47,Other,7000,8251,8000
,17-02-2016,24,Other,7000,8251,8000
,18-02-2016,40,Other,7000,8213,7900
,22-02-2016,36,Other,7400,7800,7500
,23-02-2016,27,Other,7300,8299,8000
,25-02-2016,42,Other,6600,8451,8200
,26-02-2016,66,Other,7500,8151,8000
,29-02-2016,29,Other,7000,8200,8000
Manora,01-02-2016,93,Other,8000,9100,8300
,02-02-2016,60,Other,7700,8500,8000
,03-02-2016,44,Other,7700,8400,8100
,04-02-2016,29,Other,7700,8500,8000
,08-02-2016,57,Other,8000,8800,8500
,09-02-2016,58,Other,8000,8600,8200
,10-02-2016,48,Other,8000,8600,8200
,11-02-2016,87,Other,8000,8500,8200
,12-02-2016,71,Other,8100,8500,8200
,16-02-2016,84,Other,7700,8500,8000
,17-02-2016,49,Other,7600,8000,7800
,18-02-2016,29,Other,7500,8000,7800
,22-02-2016,32,Other,7550,7800,7600
,23-02-2016,29,Other,7500,7800,7600
,24-02-2016,25,Other,7500,7800,7700
,25-02-2016,40,Other,7800,8500,8200
,26-02-2016,80,Other,7700,8500,8000
,29-02-2016,29,Other,7500,8000,7800
Mantha,01-02-2016,4,Other,7900,8100,8000
,02-02-2016,2,Other,7700,8011,8000
,03-02-2016,1,Other,7400,7600,7550
,05-02-2016,5,Other,7000,7700,7600
,10-02-2016,2,Other,7800,8200,8000
,12-02-2016,5,Other,7700,8100,7800
,17-02-2016,4,Other,7100,7700,7500
,24-02-2016,3,Other,7000,7300,7100
,26-02-2016,5,Other,7200,7600,7500
Mehekar,01-02-2016,26,Other,8500,8900,8752
,02-02-2016,17,Other,7000,8475,8000
,03-02-2016,15,Other,6500,8580,8200
,04-02-2016,23,Other,7000,8599,8000
,05-02-2016,24,Other,7150,8600,8200
,06-02-2016,26,Other,7150,8650,8100
,08-02-2016,7,Other,7300,8575,7900
,09-02-2016,8,Other,7000,8780,8000
,10-02-2016,17,Other,7300,8740,8000
,11-02-2016,29,Other,7000,8700,8000
,12-02-2016,15,Other,7000,8700,8000
,13-02-2016,11,Other,7299,8630,8450
,15-02-2016,11,Other,7300,8500,7500
,16-02-2016,26,Other,7100,8451,8300
,17-02-2016,5,Other,6500,8251,8000
,18-02-2016,11,Other,7500,8180,8000
,20-02-2016,11,Other,7000,8025,7980
,22-02-2016,7,Other,7450,7950,7750
,23-02-2016,15,Other,7500,8000,7850
,24-02-2016,14,Other,6800,8132,7900
,25-02-2016,11,Other,6900,8360,7950
,27-02-2016,15,Other,7300,8200,8000
,29-02-2016,8,Other,7600,8150,7950
Morshi,01-02-2016,5,Other,7800,8100,8013
,03-02-2016,102,Other,7500,8400,7734
,06-02-2016,106,Other,7400,8400,7559
,10-02-2016,110,Other,8000,8500,8203
,13-02-2016,115,Other,7500,8200,7800
,17-02-2016,122,Other,7500,8100,7711
,20-02-2016,93,Other,7000,7700,7209
,24-02-2016,120,Other,7500,7800,7610
,26-02-2016,4,Other,7000,7800,7511
,27-02-2016,117,Other,7700,8325,8096
,29-02-2016,2,Other,7100,7900,7539
Mukhed,01-02-2016,1,Other,8200,8400,8300
,02-02-2016,1,Other,8000,8200,8100
,17-02-2016,1,Other,7600,8100,7900
Mumbai,01-02-2016,299,Other,8700,14000,11350
,02-02-2016,299,Other,8500,13500,11000
,03-02-2016,144,Other,8500,13500,11000
,04-02-2016,105,Other,8500,13400,10950
,05-02-2016,195,Other,8500,13400,10950
,06-02-2016,222,Other,8500,13400,10950
,08-02-2016,299,Other,8500,13400,10950
,09-02-2016,228,Other,8500,13400,10950
,10-02-2016,120,Other,8600,13400,11000
,11-02-2016,194,Other,8600,13500,11050
,12-02-2016,301,Other,8600,13300,10950
,13-02-2016,247,Other,8600,13300,10950
,15-02-2016,321,Other,8600,13300,10950
,16-02-2016,298,Other,8600,13300,10950
,17-02-2016,258,Other,8600,13300,10950
,18-02-2016,257,Other,8600,13300,10950
,20-02-2016,298,Other,8600,13300,10950
,22-02-2016,267,Other,8500,13200,10850
,23-02-2016,212,Other,8500,13200,10850
,24-02-2016,56,Other,8500,13200,10850
,25-02-2016,109,Other,8500,13200,10850
,26-02-2016,393,Other,8500,13200,10850
,27-02-2016,244,Other,8700,13100,10950
,29-02-2016,533,Other,8700,13000,10850
Murim,02-02-2016,16,Other,8000,8800,8400
,03-02-2016,10,Other,8000,8802,8401
,04-02-2016,7,Other,8000,8800,8400
,05-02-2016,10,Other,8099,8807,8453
,06-02-2016,11,Other,7000,8775,7888
,09-02-2016,13,Other,8200,9100,8650
,10-02-2016,13,Other,8000,8901,8450
,12-02-2016,8,Other,8199,8871,8535
,13-02-2016,24,Other,7800,8891,8345
,15-02-2016,11,Other,8000,8800,8400
,16-02-2016,13,Other,7600,8761,8180
,17-02-2016,9,Other,7351,8625,7988
,18-02-2016,11,Other,7500,8420,7960
,20-02-2016,9,Other,7000,8211,7605
,22-02-2016,7,Other,7100,8111,7605
,25-02-2016,6,Other,7000,8401,7700
,26-02-2016,9,Other,7511,8570,8040
,27-02-2016,10,Other,7501,8400,7950
,29-02-2016,4,Other,7000,8360,7680
Murtizapur,01-02-2016,110,Other,8101,8461,8290
,03-02-2016,150,Other,7801,8511,8201
,05-02-2016,75,Other,8001,8501,8325
,08-02-2016,150,Other,8101,8651,8445
,10-02-2016,80,Other,8201,8601,8485
,12-02-2016,70,Other,8101,8406,8285
,15-02-2016,80,Other,8001,8256,8165
,17-02-2016,80,Other,7850,8050,7960
,22-02-2016,70,Other,7001,7750,7565
,24-02-2016,60,Other,7501,7996,7801
,29-02-2016,50,Other,7501,7996,7825
Nagpur,01-02-2016,121,Other,6966,8350,8004
,02-02-2016,180,Other,6500,8270,7828
,03-02-2016,226,Other,6200,8300,7775
,04-02-2016,144,Other,6300,8150,7688
,05-02-2016,202,Other,6200,7980,7555
,06-02-2016,141,Other,6380,7980,7580
,07-02-2016,187,Other,7200,8096,7872
,08-02-2016,187,Other,7200,8096,7872
,09-02-2016,224,Other,7200,8188,7941
,10-02-2016,345,Other,7200,8724,8343
,11-02-2016,248,Other,7300,8790,8418
,12-02-2016,236,Other,7200,8450,8138
,13-02-2016,149,Other,7300,8399,8124
,15-02-2016,155,Other,7000,8384,8038
,16-02-2016,319,Other,6800,8172,7829
,17-02-2016,207,Other,6800,8100,7775
,19-02-2016,332,Other,6800,8040,7730
,20-02-2016,127,Other,6500,7751,7438
,22-02-2016,161,Other,6500,7650,7362
,23-02-2016,212,Other,6500,7528,7271
,24-02-2016,232,Other,6500,7616,7337
,25-02-2016,168,Other,6600,8020,7662
,26-02-2016,247,Other,6600,8075,7706
,27-02-2016,249,Other,6600,8000,7650
,29-02-2016,192,Other,6600,8000,7650
Naigaon,01-02-2016,1,Other,7500,8700,8500
,02-02-2016,1,Other,7000,8475,8200
,04-02-2016,1,Other,7400,8500,8200
,06-02-2016,1,Other,8000,8275,8100
,09-02-2016,1,Other,7700,8400,8200
,10-02-2016,1,Other,7850,8500,8000
,11-02-2016,1,Other,7300,8500,8200
,12-02-2016,1,Other,7700,8400,8200
,15-02-2016,1,Other,7700,8425,8200
,16-02-2016,1,Other,7700,8200,8100
,18-02-2016,1,Other,7000,8100,7500
,20-02-2016,1,Other,6800,7600,7200
Nanded,01-02-2016,3,Other,7725,8177,7900
,03-02-2016,3,Other,7800,8211,8000
,04-02-2016,1,Other,7899,8079,7919
,06-02-2016,1,Other,7500,8000,7800
,09-02-2016,5,Other,7500,8500,8102
,11-02-2016,1,Other,8052,8435,8199
,13-02-2016,1,Other,7400,8125,7900
,16-02-2016,2,Other,7600,8005,7800
,18-02-2016,1,Other,7700,7900,7700
,26-02-2016,1,Other,7000,7500,7325
Nandgaon,16-02-2016,1,Other,6700,7400,7101
Nandura,01-02-2016,98,Other,7700,8575,8575
,03-02-2016,73,Other,7700,8525,8525
,04-02-2016,43,Other,7700,8451,8451
,05-02-2016,41,Other,7575,8550,8550
,06-02-2016,55,Other,7500,8490,8490
,08-02-2016,75,Other,7700,8725,8725
,10-02-2016,81,Other,7725,8750,8750
,11-02-2016,65,Other,7500,8700,8700
,12-02-2016,71,Other,7491,8600,8600
,13-02-2016,73,Other,7500,8515,8515
,15-02-2016,75,Other,7525,8535,8535
,17-02-2016,73,Other,7505,8275,8275
,20-02-2016,50,Other,7000,7840,7840
,22-02-2016,48,Other,7025,7875,7875
,24-02-2016,45,Other,7505,8195,8195
,25-02-2016,31,Other,7700,8595,8595
,26-02-2016,30,Other,7571,8475,8475
,27-02-2016,23,Other,7500,8320,8320
,29-02-2016,38,Other,7450,8140,8140
Nandurbar,01-02-2016,11,Other,6500,7880,7258
,02-02-2016,3,Other,6500,7200,7200
,03-02-2016,4,Other,6500,7685,7100
,04-02-2016,2,Other,6500,7800,7000
,05-02-2016,2,Other,6200,7271,7000
,08-02-2016,2,Other,7000,8000,7500
,10-02-2016,2,Other,6800,7550,7200
,11-02-2016,1,Other,6850,7680,7200
,15-02-2016,1,Other,7200,7980,7650
,16-02-2016,6,Other,6850,7475,7250
,17-02-2016,2,Other,5405,7805,6910
,18-02-2016,5,Other,5400,7800,6900
,22-02-2016,2,Other,6050,7137,7102
,23-02-2016,7,Other,5700,6900,6200
,25-02-2016,1,Other,6250,7000,7000
,26-02-2016,10,Other,6300,6890,6715
,29-02-2016,2,Other,5950,6870,6560
Nanggaon,01-02-2016,7,Other,6611,7611,7111
,02-02-2016,34,Other,6700,7700,7200
,03-02-2016,12,Other,7200,8200,7700
,04-02-2016,10,Other,7100,8100,7600
,05-02-2016,7,Other,7400,8400,7900
,06-02-2016,12,Other,7150,8150,7650
,08-02-2016,11,Other,7600,8600,8100
,09-02-2016,16,Other,7661,8661,8161
,10-02-2016,18,Other,7510,8510,8010
,11-02-2016,9,Other,7500,8500,8000
,12-02-2016,13,Other,7450,8450,7950
,13-02-2016,10,Other,7301,8301,7801
,15-02-2016,19,Other,7261,8261,7761
,16-02-2016,14,Other,6901,7901,7401
,17-02-2016,8,Other,6913,7913,7413
,18-02-2016,9,Other,6800,7800,7300
,20-02-2016,7,Other,6601,7601,7101
,22-02-2016,7,Other,6400,7400,6900
,23-02-2016,7,Other,6575,7575,7075
,24-02-2016,5,Other,6901,7901,7401
,25-02-2016,7,Other,7159,8159,7659
,26-02-2016,9,Other,6995,7995,7495
,27-02-2016,13,Other,6800,7800,7300
,29-02-2016,7,Other,6720,7720,7220
Navapur,06-02-2016,1,Other,6500,7000,6850
,08-02-2016,1,Other,6200,6500,6285
,13-02-2016,1,Other,6000,6500,6214
,17-02-2016,1,Other,6000,6500,6200
,20-02-2016,1,Other,6000,6500,6300
Ner Parasopant,01-02-2016,5,Other,7900,8200,8000
,02-02-2016,17,Other,7800,8000,7900
,03-02-2016,11,Other,7650,7850,7750
,04-02-2016,11,Other,7750,7950,7800
,05-02-2016,9,Other,7700,7900,7800
,06-02-2016,12,Other,7800,8150,7900
,08-02-2016,7,Other,7600,7925,7800
,09-02-2016,19,Other,8050,8375,8250
,10-02-2016,10,Other,7975,8250,8100
,11-02-2016,12,Other,7900,8100,8000
,12-02-2016,12,Other,7825,8150,8000
,13-02-2016,7,Other,7950,8175,8050
,15-02-2016,7,Other,7700,7900,7800
,16-02-2016,9,Other,7850,7950,7850
,17-02-2016,10,Other,7500,7700,7600
,18-02-2016,7,Other,7425,7790,7600
,20-02-2016,10,Other,7400,7600,7500
,22-02-2016,4,Other,7100,7300,7200
,23-02-2016,6,Other,7000,7200,7100
,24-02-2016,10,Other,7400,7600,7500
,25-02-2016,8,Other,7500,7800,7600
,26-02-2016,7,Other,7900,8100,8000
,27-02-2016,9,Other,7800,8000,7900
,29-02-2016,9,Other,7700,7900,7800
Nilanga,01-02-2016,6,Other,8000,9032,8800
,02-02-2016,7,Other,7500,9016,8500
,05-02-2016,6,Other,7301,8700,8400
,06-02-2016,6,Other,7000,8581,8400
,09-02-2016,5,Other,7820,9151,9000
,10-02-2016,6,Other,8000,9130,8700
,11-02-2016,4,Other,7701,8927,8500
,12-02-2016,5,Other,8001,8800,8600
,13-02-2016,5,Other,8000,8899,8600
,15-02-2016,5,Other,8000,8791,8500
,16-02-2016,5,Other,7500,8751,8500
,17-02-2016,3,Other,7801,8560,8400
,20-02-2016,2,Other,7200,8300,8200
,22-02-2016,2,Other,7000,8400,8200
,23-02-2016,2,Other,7000,8000,7800
,25-02-2016,2,Other,7800,8400,8200
,26-02-2016,2,Other,7000,8400,8000
,29-02-2016,3,Other,7000,8370,8200
Nira(Saswad),10-02-2016,1,Other,6300,7000,6600
Osmanabad,04-02-2016,1,Other,8052,8052,8052
,14-02-2016,1,Other,5000,5000,5000
Pachora,01-02-2016,11,Other,6690,7600,7145
,03-02-2016,8,Other,7151,7700,7425
,05-02-2016,6,Other,6000,7700,6850
,08-02-2016,5,Other,7900,7935,7917
Paithan,02-02-2016,2,Other,7000,8081,7600
,03-02-2016,3,Other,7500,8141,7800
,04-02-2016,1,Other,7050,8100,7900
,05-02-2016,2,Other,7000,8000,7672
,06-02-2016,1,Other,7500,8851,7600
,07-02-2016,3,Other,7600,8000,7900
,09-02-2016,1,Other,7600,8041,8000
,10-02-2016,1,Other,7680,7932,7781
,12-02-2016,1,Other,7300,8076,7780
,15-02-2016,1,Other,6300,7880,7100
,21-02-2016,1,Other,6300,7532,7000
,23-02-2016,1,Other,7000,7391,7200
Palam,03-02-2016,3,Other,8400,8400,8400
Pandhakawada,01-02-2016,9,Other,7000,7500,7300
,02-02-2016,9,Other,7000,7600,7450
,03-02-2016,16,Other,7000,7600,7450
,04-02-2016,6,Other,7400,7600,7500
,05-02-2016,7,Other,7300,7700,7500
,08-02-2016,10,Other,7100,7700,7550
,09-02-2016,11,Other,7100,7700,7500
,10-02-2016,9,Other,7200,8000,7500
,11-02-2016,9,Other,7200,7750,7600
,12-02-2016,17,Other,7200,7800,7600
,15-02-2016,15,Other,7200,7650,7550
,16-02-2016,13,Other,7200,7900,7600
,17-02-2016,14,Other,7250,7750,7500
,18-02-2016,12,Other,7000,7400,7300
,22-02-2016,17,Other,6500,7100,6900
,23-02-2016,12,Other,6500,7200,7000
,24-02-2016,10,Other,6500,7100,6900
,25-02-2016,13,Other,6900,7710,7400
,26-02-2016,9,Other,7000,7675,7450
,29-02-2016,14,Other,6870,7600,7350
Parali Vaijyanath,01-02-2016,5,Other,7575,8600,8300
,05-02-2016,1,Other,7800,8151,8000
,09-02-2016,4,Other,7700,8251,8200
,10-02-2016,2,Other,7600,8551,8225
,11-02-2016,3,Other,7500,8900,8300
,13-02-2016,1,Other,7200,8011,8000
,17-02-2016,2,Other,7000,8011,7950
,22-02-2016,3,Other,7021,7550,7500
,23-02-2016,2,Other,7600,7700,7650
,24-02-2016,1,Other,7050,7500,7200
,25-02-2016,1,Other,7000,7700,7400
,26-02-2016,1,Other,7000,7711,7711
,29-02-2016,1,Other,7551,7700,7551
Paranda,26-02-2016,1,Other,5000,6750,6000
,29-02-2016,1,Other,6000,7000,6500
Parbhani,01-02-2016,2,,NR,NR,NR
,03-02-2016,1,,NR,NR,NR
,04-02-2016,4,Other,7500,7700,7600
,05-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,09-02-2016,3,,NR,NR,NR
,10-02-2016,3,,NR,NR,NR
,11-02-2016,1,,NR,NR,NR
,12-02-2016,4,,NR,NR,NR
,13-02-2016,2,Other,7500,8200,7900
,15-02-2016,2,,NR,NR,NR
,17-02-2016,3,Other,7500,7800,7700
,18-02-2016,2,Other,7000,7600,7400
,20-02-2016,3,Other,6700,7200,7100
,22-02-2016,3,Other,7000,7251,7155
,24-02-2016,2,,NR,NR,NR
,25-02-2016,2,Other,7000,7500,7200
,26-02-2016,1,Other,7200,7700,7700
,27-02-2016,2,Other,7000,7500,7300
,29-02-2016,2,Other,7000,7500,7300
Parshiwani,01-02-2016,11,Other,7000,7500,7300
,10-02-2016,14,Other,7800,8251,8051
,15-02-2016,11,Other,7300,7800,7500
,17-02-2016,11,Other,7200,7600,7400
,26-02-2016,10,Other,6500,7300,7000
,29-02-2016,15,Other,6500,7300,7000
Partur,03-02-2016,10,Other,7300,8055,7750
,04-02-2016,5,Other,7401,8005,7700
,05-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,09-02-2016,1,,NR,NR,NR
,10-02-2016,4,Other,7826,8201,8080
,11-02-2016,2,,NR,NR,NR
,12-02-2016,1,,NR,NR,NR
,13-02-2016,3,Other,7550,8136,7900
,15-02-2016,1,,NR,NR,NR
,16-02-2016,1,,NR,NR,NR
,17-02-2016,1,,NR,NR,NR
,18-02-2016,3,Other,7350,7726,7601
,20-02-2016,2,,NR,NR,NR
,22-02-2016,5,Other,6950,7400,7146
,23-02-2016,1,,NR,NR,NR
,24-02-2016,1,,NR,NR,NR
,25-02-2016,5,Other,7210,7600,7540
,26-02-2016,3,Other,6465,7800,7500
,27-02-2016,2,,NR,NR,NR
,29-02-2016,1,,NR,NR,NR
Pathardi,03-02-2016,1,Other,7000,8000,7500
,23-02-2016,1,Other,7000,7800,7500
Pathari,01-02-2016,6,Other,7001,8050,7701
Patur,05-02-2016,12,Other,8000,8450,8300
,06-02-2016,17,Other,7850,8400,8250
,12-02-2016,8,Other,8000,8450,8350
,13-02-2016,11,Other,8000,8450,8250
,19-02-2016,4,Other,7850,8250,8150
,20-02-2016,20,Other,7850,8250,8150
,26-02-2016,2,Other,7850,8200,8000
,27-02-2016,7,Other,7850,8300,8150
Pulgaon,01-02-2016,18,Other,7000,7825,7500
,02-02-2016,15,Other,6800,7921,7560
,03-02-2016,7,Other,6800,7968,7700
,04-02-2016,5,Other,7200,7845,7650
,05-02-2016,7,Other,6800,8095,7856
,06-02-2016,6,Other,7200,8086,7650
,08-02-2016,7,Other,7300,8400,8185
,09-02-2016,7,Other,7600,8450,8100
,10-02-2016,15,Other,8000,8531,8350
,11-02-2016,16,Other,7000,8500,8350
,13-02-2016,26,Other,7500,8361,7950
,15-02-2016,12,Other,7600,8371,8175
,16-02-2016,17,Other,7520,8322,7950
,17-02-2016,7,Other,7000,8241,7950
,18-02-2016,20,Other,7000,8201,7850
,22-02-2016,14,Other,6500,7800,7650
,23-02-2016,8,Other,7110,7670,7450
,25-02-2016,4,Other,7450,8401,7800
,26-02-2016,17,Other,7700,7921,7800
Purna,04-02-2016,8,Other,7800,8945,8800
,05-02-2016,14,Other,8000,8989,8743
,06-02-2016,6,Other,7780,8899,8300
,08-02-2016,1,Other,7830,8371,8312
,10-02-2016,8,Other,7501,8500,8400
,17-02-2016,2,Other,7610,8121,8045
,18-02-2016,2,Other,7420,7950,7890
Pusad,08-02-2016,71,Other,8080,8705,8500
,10-02-2016,104,Other,8200,8770,8500
,11-02-2016,59,Other,8200,8460,8370
,22-02-2016,41,Other,6500,7795,7530
,24-02-2016,48,Other,7285,8120,7900
,25-02-2016,29,Other,7500,8650,8400
Rahuri(Vambori),05-02-2016,5,Other,6700,7400,7050
,10-02-2016,2,Other,6775,7100,6937
,27-02-2016,1,Other,6601,6601,6601
Rajura,01-02-2016,11,Other,7130,7318,7231
,02-02-2016,3,Other,6900,6975,6915
,03-02-2016,3,Other,7000,7035,7009
,04-02-2016,4,Other,6900,7081,6930
,05-02-2016,4,Other,6800,7179,6910
,06-02-2016,2,Other,7000,7000,7000
,08-02-2016,5,Other,7100,7421,7266
,09-02-2016,4,Other,7450,7561,7522
,10-02-2016,2,Other,7400,7600,7551
,11-02-2016,4,Other,7200,7450,7351
,12-02-2016,2,Other,7200,7200,7200
,13-02-2016,2,Other,7200,7200,7200
,16-02-2016,5,Other,7041,7335,7230
,17-02-2016,5,Other,6853,7180,7000
,18-02-2016,3,Other,6811,7065,7000
,19-02-2016,1,Other,7000,7000,7000
,20-02-2016,1,Other,6800,6800,6800
,22-02-2016,9,Other,6571,6801,6710
,23-02-2016,6,Other,6451,6784,6568
,24-02-2016,6,Other,6451,6990,6691
,25-02-2016,3,Other,6861,7350,7100
,26-02-2016,10,Other,6790,7370,7180
,27-02-2016,1,Other,7300,7300,7300
,29-02-2016,4,Other,6990,7171,7063
Ralegaon,15-02-2016,4,Other,7600,8000,7740
Ramtek,07-02-2016,25,Other,6601,7501,7051
,11-02-2016,15,Other,7101,7801,7451
,14-02-2016,20,Other,7101,7801,7451
,18-02-2016,24,Other,7166,7456,7300
,21-02-2016,12,Other,6280,6900,6590
,25-02-2016,26,Other,5900,7426,6663
,28-02-2016,11,Other,6451,7200,6825
Raver,01-02-2016,4,Other,7100,7500,7300
,02-02-2016,2,Other,6910,7591,7250
,03-02-2016,1,Other,7080,7600,7235
,04-02-2016,3,Other,7040,7451,7210
,06-02-2016,2,Other,6650,7540,7200
,08-02-2016,2,Other,6200,7800,7620
,09-02-2016,2,Other,7380,7900,7600
,10-02-2016,1,Other,7390,7695,7400
,13-02-2016,1,Other,6925,7690,7290
,15-02-2016,2,Other,7340,7640,7540
,16-02-2016,1,Other,6700,7540,7290
,18-02-2016,1,Other,7000,7280,7190
,20-02-2016,1,Other,6770,6900,6860
,23-02-2016,1,Other,6660,6760,6690
,25-02-2016,1,Other,6600,7105,6825
,27-02-2016,1,Other,6500,6926,6700
Risod,01-02-2016,131,Other,6510,8700,7600
,02-02-2016,60,Other,6500,8700,7600
,03-02-2016,35,Other,7000,8700,7850
,05-02-2016,30,Other,7000,8500,7750
,06-02-2016,70,Other,7700,8500,8100
,08-02-2016,30,Other,7000,8700,7850
,09-02-2016,30,Other,7500,8880,8200
,10-02-2016,40,Other,6500,8800,7650
,12-02-2016,50,Other,7000,8775,7850
,13-02-2016,45,Other,8155,8660,8400
,15-02-2016,70,Other,8000,8500,8250
,16-02-2016,70,Other,8000,8420,8200
,17-02-2016,30,Other,6500,8340,7450
,20-02-2016,40,Other,6000,8150,7050
,22-02-2016,93,Other,6075,7850,6950
,23-02-2016,30,Other,6500,8300,7400
,24-02-2016,30,Other,6500,8200,7300
,26-02-2016,36,Other,6400,8300,7350
,27-02-2016,30,Other,6500,8275,7400
,29-02-2016,30,Other,6500,8220,7300
Sakri,02-02-2016,2,Other,5555,7601,5555
,04-02-2016,1,Other,5555,5555,5555
,08-02-2016,1,Other,5353,5353,5353
Samudrapur,07-02-2016,18,Other,7205,7810,7550
,14-02-2016,11,Other,7265,7800,7450
,21-02-2016,11,Other,6745,7355,6840
,28-02-2016,13,Other,6600,7820,7500
